fold,meta_index,drug_index,label,local_weight,global_weight,local_logit,global_logit,local_contribution,global_contribution,fused_logit,probability
1,13,151,1.0,0.38861445,0.6113855,4.7060404,-2.037226,1.8288352,-1.2455305,0.58330476,0.64182746
1,168,331,1.0,0.38861445,0.6113855,3.1415756,-0.5630679,1.2208617,-0.34425157,0.8766101,0.7061193
1,142,361,1.0,0.38861445,0.6113855,-3.8784873,2.474212,-1.5072362,1.5126973,0.0054610968,0.50136524
1,7,149,1.0,0.38861445,0.6113855,4.844885,4.6015553,1.8827922,2.8133242,4.6961164,0.9909519
1,13,619,1.0,0.38861445,0.6113855,3.412525,5.614917,1.3261565,3.432879,4.7590356,0.991499
1,41,97,1.0,0.38861445,0.6113855,4.3360047,7.906934,1.685034,4.8341846,6.5192184,0.9985273
1,12,380,1.0,0.38861445,0.6113855,4.066558,-0.96764743,1.5803231,-0.5916056,0.9887175,0.7288345
1,18,38,1.0,0.38861445,0.6113855,-0.53928846,2.8525918,-0.20957528,1.7440333,1.534458,0.82265764
1,35,0,1.0,0.38861445,0.6113855,2.2888277,3.5497043,0.8894715,2.1702378,3.0597093,0.95519984
1,378,470,1.0,0.38861445,0.6113855,3.4749508,-3.0305398,1.3504161,-1.8528281,-0.5024121,0.37697402
1,3,308,1.0,0.38861445,0.6113855,4.7311163,5.354569,1.8385801,3.273706,5.112286,0.9940137
1,40,447,1.0,0.38861445,0.6113855,3.321026,-0.98548424,1.2905988,-0.6025108,0.68808794,0.6655414
1,146,377,1.0,0.38861445,0.6113855,-2.164623,1.8583202,-0.84120375,1.1361501,0.29494637,0.57320666
1,45,179,1.0,0.38861445,0.6113855,0.35881102,-8.270184,0.13943915,-5.0562706,-4.9168315,0.007269069
1,185,470,1.0,0.38861445,0.6113855,2.190481,4.85801,0.85125256,2.9701169,3.8213694,0.9785715
1,6,59,1.0,0.38861445,0.6113855,4.570897,11.262346,1.7763166,6.8856354,8.661952,0.99982697
1,230,470,1.0,0.38861445,0.6113855,5.641095,5.7025304,2.1922112,3.4864445,5.6786556,0.9965934
1,109,441,1.0,0.38861445,0.6113855,0.39204443,-0.84706044,0.15235412,-0.5178805,-0.36552638,0.40962243
1,7,591,1.0,0.38861445,0.6113855,0.46458232,-1.3010082,0.18054341,-0.7954176,-0.6148742,0.35094813
1,19,50,1.0,0.38861445,0.6113855,6.427324,3.5826352,2.497751,2.1903713,4.6881223,0.99088
1,8,342,1.0,0.38861445,0.6113855,6.3114853,3.1313236,2.4527345,1.9144459,4.3671803,0.987472
1,30,313,1.0,0.38861445,0.6113855,4.877117,3.495802,1.8953182,2.1372826,4.032601,0.9825806
1,14,387,1.0,0.38861445,0.6113855,-3.9663198,-1.6213863,-1.5413692,-0.9912921,-2.5326614,0.07359998
1,19,286,1.0,0.38861445,0.6113855,5.676076,7.9087176,2.205805,4.8352757,7.0410805,0.99912554
1,103,110,1.0,0.38861445,0.6113855,1.2190633,-6.291861,0.4737456,-3.846753,-3.3730073,0.033149786
1,9,418,1.0,0.38861445,0.6113855,1.2087113,4.804047,0.46972266,2.937125,3.4068477,0.96791786
1,143,370,1.0,0.38861445,0.6113855,-4.603691,-18.25325,-1.7890608,-11.159773,-12.948833,2.378987e-06
1,28,261,1.0,0.38861445,0.6113855,4.6471434,0.8024493,1.8059471,0.4906059,2.296553,0.90859115
1,16,542,1.0,0.38861445,0.6113855,4.046365,7.6027694,1.5724758,4.648223,6.220699,0.9980161
1,70,181,1.0,0.38861445,0.6113855,0.056427166,-11.176453,0.021928411,-6.8331213,-6.811193,0.0011001665
1,149,461,1.0,0.38861445,0.6113855,4.1697407,1.9216965,1.6204214,1.1748974,2.7953188,0.9424224
1,45,249,1.0,0.38861445,0.6113855,-0.19238965,-9.031876,-0.0747654,-5.521958,-5.596723,0.003696288
1,380,342,1.0,0.38861445,0.6113855,2.0325205,-0.33517423,0.78986686,-0.20492068,0.58494616,0.64220476
1,24,644,1.0,0.38861445,0.6113855,2.528761,1.1574467,0.98271304,0.7076462,1.6903592,0.8442714
1,2,132,1.0,0.38861445,0.6113855,5.8844233,7.834249,2.2867718,4.7897463,7.076518,0.999156
1,13,28,1.0,0.38861445,0.6113855,6.68029,5.771016,2.5960572,3.5283158,6.124373,0.99781585
1,7,391,1.0,0.38861445,0.6113855,1.2735894,-1.3826449,0.4949352,-0.84532905,-0.35039383,0.41328692
1,16,401,1.0,0.38861445,0.6113855,0.46345523,7.8295517,0.1801054,4.786875,4.96698,0.99308395
1,219,461,1.0,0.38861445,0.6113855,4.7914095,9.488585,1.862011,5.8011837,7.6631947,0.99953043
1,190,461,1.0,0.38861445,0.6113855,3.1085882,-0.6132555,1.2080423,-0.37493554,0.83310676,0.6970115
1,3,447,1.0,0.38861445,0.6113855,4.315259,3.5219688,1.676972,2.1532807,3.8302526,0.97875696
1,91,543,1.0,0.38861445,0.6113855,2.5072515,7.077801,0.97435415,4.3272653,5.3016195,0.9950412
1,40,3,1.0,0.38861445,0.6113855,6.271703,6.6503925,2.4372742,4.0659537,6.503228,0.9985037
1,23,438,1.0,0.38861445,0.6113855,3.3443744,7.5185513,1.2996722,4.5967336,5.8964057,0.9972582
1,76,349,1.0,0.38861445,0.6113855,2.5629196,-1.1453495,0.9959876,-0.7002501,0.2957375,0.5734002
1,253,14,1.0,0.38861445,0.6113855,4.5385437,4.4784694,1.7637436,2.7380714,4.501815,0.98903275
1,13,36,1.0,0.38861445,0.6113855,4.198769,4.947615,1.6317023,3.0249002,4.6566024,0.99059063
1,14,556,1.0,0.38861445,0.6113855,5.820062,5.0243726,2.2617602,3.0718286,5.3335886,0.9951965
1,59,207,1.0,0.38861445,0.6113855,-3.7175093,3.7772238,-1.4446778,2.30934,0.8646622,0.7036338
1,7,372,1.0,0.38861445,0.6113855,2.4779108,1.6002407,0.9629519,0.978364,1.9413159,0.87449664
1,17,295,1.0,0.38861445,0.6113855,1.512062,8.287786,0.5876091,5.0670323,5.6546416,0.99651104
1,136,99,1.0,0.38861445,0.6113855,-2.3111432,-3.3462424,-0.8981436,-2.045844,-2.9439876,0.050021444
1,229,342,1.0,0.38861445,0.6113855,3.832608,3.2413082,1.4894068,1.981689,3.4710958,0.96985406
1,376,342,1.0,0.38861445,0.6113855,6.5773234,7.643539,2.556043,4.673149,7.229192,0.9992754
1,179,360,1.0,0.38861445,0.6113855,-0.0001354646,-12.360954,-5.26435e-05,-7.5573087,-7.557361,0.000521979
1,168,415,1.0,0.38861445,0.6113855,2.1707485,7.3007555,0.84358424,4.4635763,5.3071604,0.99506843
1,30,33,1.0,0.38861445,0.6113855,2.0102775,4.474229,0.7812229,2.7354786,3.5167015,0.9711593
1,9,137,1.0,0.38861445,0.6113855,0.014099376,-1.4577334,0.005479221,-0.8912371,-0.88575786,0.29198602
1,8,329,1.0,0.38861445,0.6113855,5.0441656,5.810822,1.9602356,3.5526524,5.512888,0.9959818
1,33,610,1.0,0.38861445,0.6113855,3.3300016,7.024428,1.2940867,4.2946334,5.5887203,0.9962741
1,13,205,1.0,0.38861445,0.6113855,2.5892751,-0.033930235,1.0062298,-0.020744454,0.9854853,0.7281953
1,3,432,1.0,0.38861445,0.6113855,4.1638074,0.35360128,1.6181157,0.2161867,1.8343024,0.8622734
1,13,26,1.0,0.38861445,0.6113855,6.2652435,6.155641,2.4347641,3.76347,6.198234,0.9979711
1,3,228,1.0,0.38861445,0.6113855,4.5093203,5.7189918,1.752387,3.4965088,5.2488956,0.99477416
1,14,16,1.0,0.38861445,0.6113855,1.2215397,0.4021558,0.474708,0.24587223,0.7205802,0.67273474
1,295,342,1.0,0.38861445,0.6113855,6.2560334,6.832565,2.431185,4.1773314,6.6085167,0.99865294
1,352,342,1.0,0.38861445,0.6113855,3.084778,5.062698,1.1987894,3.0952601,4.2940493,0.98653424
1,55,461,1.0,0.38861445,0.6113855,4.7552643,6.486759,1.8479644,3.9659107,5.813875,0.99702305
1,257,382,1.0,0.38861445,0.6113855,1.8208984,4.7102985,0.7076274,2.8798084,3.5874357,0.9730758
1,51,170,1.0,0.38861445,0.6113855,1.9438595,-3.6588013,0.75541186,-2.2369382,-1.4815264,0.18519697
1,74,144,1.0,0.38861445,0.6113855,3.8919992,4.193476,1.5124872,2.5638306,4.076318,0.9833134
1,40,434,1.0,0.38861445,0.6113855,5.309249,7.2325735,2.0632508,4.4218907,6.4851418,0.9984763
1,13,215,1.0,0.38861445,0.6113855,1.7946733,2.8027105,0.697436,1.7135366,2.4109726,0.9176602
1,165,294,1.0,0.38861445,0.6113855,-0.31570655,3.8200352,-0.12268813,2.3355143,2.2128263,0.9013954
1,4,482,1.0,0.38861445,0.6113855,1.6220545,-5.5062833,0.6303538,-3.366462,-2.7361083,0.060876016
1,9,463,1.0,0.38861445,0.6113855,1.7118529,0.81036544,0.6652508,0.4954457,1.1606965,0.76145923
1,7,351,1.0,0.38861445,0.6113855,-0.7107114,-3.6755095,-0.27619272,-2.2471533,-2.523346,0.07423766
1,256,78,1.0,0.38861445,0.6113855,1.6618843,8.322683,0.64583224,5.088368,5.7342,0.996777
1,111,280,1.0,0.38861445,0.6113855,-2.8934634,-14.43683,-1.1244416,-8.826468,-9.950911,4.768192e-05
1,38,243,1.0,0.38861445,0.6113855,3.6267905,6.363523,1.4094232,3.8905659,5.299989,0.99503314
1,23,611,1.0,0.38861445,0.6113855,2.0861905,4.805591,0.8107237,2.9380689,3.7487926,0.97699547
1,403,470,1.0,0.38861445,0.6113855,4.6017942,7.280066,1.7883238,4.450927,6.2392507,0.9980525
1,300,342,1.0,0.38861445,0.6113855,6.525214,7.427179,2.5357926,4.5408697,7.076662,0.9991561
1,13,102,1.0,0.38861445,0.6113855,4.1378202,4.9480257,1.6080167,3.0251513,4.633168,0.99036974
1,19,121,1.0,0.38861445,0.6113855,4.862916,3.8990543,1.8897994,2.3838253,4.2736244,0.98626024
1,76,634,1.0,0.38861445,0.6113855,1.0925286,6.384914,0.42457238,3.9036438,4.328216,0.9869806
1,16,28,1.0,0.38861445,0.6113855,4.5385437,5.702388,1.7637436,3.4863575,5.250101,0.99478036
1,32,552,1.0,0.38861445,0.6113855,2.8603184,7.177824,1.1115611,4.3884177,5.499979,0.9959298
1,135,461,1.0,0.38861445,0.6113855,1.0527027,-3.8362794,0.40909547,-2.3454456,-1.9363501,0.12604938
1,9,428,1.0,0.38861445,0.6113855,1.5276575,2.0496867,0.5936698,1.2531488,1.8468186,0.86375314
1,28,270,1.0,0.38861445,0.6113855,2.45018,1.3699191,0.9521754,0.8375487,1.7897241,0.8568934
1,13,461,1.0,0.38861445,0.6113855,4.8055935,1.0869734,1.8675231,0.66455984,2.532083,0.92636055
1,266,470,1.0,0.38861445,0.6113855,5.146715,4.45978,2.000088,2.726645,4.726733,0.9912224
1,3,619,1.0,0.38861445,0.6113855,4.2145967,6.181847,1.6378531,3.779492,5.417345,0.99558073
1,146,385,1.0,0.38861445,0.6113855,-0.9414137,0.82005125,-0.36584696,0.50136745,0.13552049,0.5338284
1,13,87,1.0,0.38861445,0.6113855,6.3247004,6.605836,2.45787,4.0387125,6.4965825,0.9984937
1,4,410,1.0,0.38861445,0.6113855,2.594662,-0.9467559,1.0083231,-0.57883286,0.4294902,0.60575193
1,19,414,1.0,0.38861445,0.6113855,5.7245736,8.558522,2.224652,5.232557,7.4572086,0.99942315
1,210,71,1.0,0.38861445,0.6113855,1.2569127,4.362123,0.48845443,2.6669388,3.1553931,0.95912075
1,18,499,1.0,0.38861445,0.6113855,6.499327,6.3269553,2.5257325,3.868209,6.3939414,0.9983311
1,3,440,1.0,0.38861445,0.6113855,6.2690053,5.3047185,2.4362261,3.2432282,5.6794543,0.99659616
1,3,573,1.0,0.38861445,0.6113855,4.184487,4.7337246,1.626152,2.8941307,4.5202827,0.9892313
1,17,70,1.0,0.38861445,0.6113855,1.5058537,-3.330369,0.5851965,-2.0361395,-1.450943,0.18985648
1,168,461,1.0,0.38861445,0.6113855,2.1971514,4.4171863,0.85384476,2.7006037,3.5544486,0.97219795
1,194,87,1.0,0.38861445,0.6113855,0.95451105,5.138456,0.37093678,3.1415775,3.5125144,0.97104174
1,8,404,1.0,0.38861445,0.6113855,2.6046011,5.7806067,1.0121856,3.5341792,4.546365,0.9895056
1,10,381,1.0,0.38861445,0.6113855,1.4301639,0.66067135,0.5557823,0.4039249,0.95970726,0.7230632
1,247,331,1.0,0.38861445,0.6113855,4.18774,5.873314,1.6274163,3.5908592,5.2182755,0.9946126
1,41,150,1.0,0.38861445,0.6113855,6.2088995,9.589854,2.412868,5.863098,8.275967,0.99974555
1,97,313,1.0,0.38861445,0.6113855,4.956395,3.328005,1.9261267,2.0346942,3.960821,0.9813085
1,259,382,1.0,0.38861445,0.6113855,1.4180601,7.5478168,0.5510786,4.614626,5.1657047,0.9943234
1,7,358,1.0,0.38861445,0.6113855,5.438284,5.183888,2.1133957,3.169354,5.2827497,0.99494725
1,8,363,1.0,0.38861445,0.6113855,7.2848945,4.542203,2.831015,2.7770371,5.6080523,0.9963452
1,352,331,1.0,0.38861445,0.6113855,3.991711,10.513032,1.5512365,6.4275155,7.978752,0.9996575
1,8,298,1.0,0.38861445,0.6113855,4.664947,3.8305209,1.8128659,2.341925,4.154791,0.98455334
1,7,168,1.0,0.38861445,0.6113855,7.2490225,6.583417,2.8170748,4.025006,6.8420806,0.99893326
1,6,195,1.0,0.38861445,0.6113855,3.0506933,5.2692933,1.1855434,3.2215695,4.407113,0.98795646
1,25,201,1.0,0.38861445,0.6113855,1.2180889,-3.4317214,0.47336692,-2.0981047,-1.6247377,0.16455251
1,43,19,1.0,0.38861445,0.6113855,4.2064867,7.92357,1.6347015,4.844356,6.4790573,0.998467
1,97,46,1.0,0.38861445,0.6113855,3.9613414,9.636117,1.5394344,5.891382,7.4308167,0.99940765
1,7,187,1.0,0.38861445,0.6113855,-2.283843,-0.1765979,-0.8875344,-0.107969396,-0.9955038,0.26982635
1,19,192,1.0,0.38861445,0.6113855,5.1536837,6.171565,2.002796,3.7732055,5.7760015,0.9969085
1,21,185,1.0,0.38861445,0.6113855,-1.9327255,-11.953694,-0.75108504,-7.3083158,-8.059401,0.00031601635
1,238,461,1.0,0.38861445,0.6113855,2.4310246,3.133012,0.94473124,1.9154782,2.8602095,0.945844
1,8,581,1.0,0.38861445,0.6113855,5.380018,6.4197235,2.0907528,3.924926,6.015679,0.99756575
1,103,38,1.0,0.38861445,0.6113855,1.1014872,1.7956154,0.42805383,1.0978132,1.5258671,0.82140076
1,76,489,1.0,0.38861445,0.6113855,-2.3024673,-13.982817,-0.89477205,-8.548892,-9.443665,7.918341e-05
1,9,38,1.0,0.38861445,0.6113855,4.095899,5.156126,1.5917256,3.1523807,4.7441063,0.9913722
1,3,457,1.0,0.38861445,0.6113855,4.6056843,3.4366374,1.7898355,2.1011105,3.890946,0.97998285
1,3,469,1.0,0.38861445,0.6113855,4.6779184,1.0212326,1.8179067,0.6243668,2.4422736,0.9199946
1,24,377,1.0,0.38861445,0.6113855,2.47318,0.6201178,0.9611135,0.37913105,1.3402445,0.7925301
1,18,240,1.0,0.38861445,0.6113855,3.485171,3.2392826,1.3543879,1.9804505,3.3348384,0.96560484
1,4,494,1.0,0.38861445,0.6113855,-3.4313734,-1.1157025,-1.3334813,-0.6821244,-2.0156057,0.11757413
1,77,54,1.0,0.38861445,0.6113855,4.041383,-1.5738208,1.5705397,-0.96221125,0.60832846,0.64755946
1,14,185,1.0,0.38861445,0.6113855,-1.3554878,-4.8038716,-0.5267621,-2.9370177,-3.46378,0.030360559
1,17,327,1.0,0.38861445,0.6113855,3.507471,7.212755,1.3630539,4.4097743,5.772828,0.99689865
1,191,117,1.0,0.38861445,0.6113855,3.602687,-0.059409358,1.4000561,-0.03632202,1.3637341,0.7963659
1,8,586,1.0,0.38861445,0.6113855,7.514884,1.1103773,2.9203925,0.6788686,3.599261,0.9733839
1,246,331,1.0,0.38861445,0.6113855,3.3667405,1.9918659,1.308364,1.217798,2.5261621,0.92595565
1,126,329,1.0,0.38861445,0.6113855,-1.4007965,-9.38404,-0.54436976,-5.737266,-6.2816358,0.001866847
1,14,126,1.0,0.38861445,0.6113855,4.312023,2.820121,1.6757145,1.7241812,3.3998957,0.9677013
1,8,94,1.0,0.38861445,0.6113855,5.2733183,4.336509,2.0492876,2.651279,4.7005663,0.9909917
1,3,233,1.0,0.38861445,0.6113855,6.079442,6.254997,2.362559,3.8242145,6.1867733,0.99794775
1,27,144,1.0,0.38861445,0.6113855,3.1510918,5.452661,1.2245598,3.333678,4.558238,0.9896282
1,41,637,1.0,0.38861445,0.6113855,5.2180886,7.458043,2.0278246,4.5597396,6.5875645,0.99862456
1,205,358,1.0,0.38861445,0.6113855,2.1647573,5.900928,0.84125596,3.607742,4.448998,0.9884448
1,240,14,1.0,0.38861445,0.6113855,4.3986034,5.02053,1.7093608,3.0694795,4.77884,0.9916644
1,9,196,1.0,0.38861445,0.6113855,-7.3800354,-7.4028945,-2.8679883,-4.5260224,-7.3940105,0.00061454694
1,213,132,1.0,0.38861445,0.6113855,5.177829,10.39539,2.0121791,6.355591,8.36777,0.99976784
1,3,92,1.0,0.38861445,0.6113855,4.054477,5.385035,1.5756284,3.2923324,4.867961,0.99236965
1,3,495,1.0,0.38861445,0.6113855,6.111067,3.319896,2.3748488,2.0297363,4.404585,0.98792636
1,23,373,1.0,0.38861445,0.6113855,-0.59369093,-3.5921044,-0.23071687,-2.1961606,-2.4268775,0.08114598
1,0,13,1.0,0.38861445,0.6113855,4.6965857,2.5533948,1.825161,1.5611086,3.3862696,0.96727264
1,206,454,1.0,0.38861445,0.6113855,2.243512,5.0904307,0.87186116,3.1122158,3.984077,0.98173034
1,4,253,1.0,0.38861445,0.6113855,-0.17655821,1.6512315,-0.068613075,1.009539,0.94092596,0.7192867
1,28,530,1.0,0.38861445,0.6113855,1.9198529,-2.066208,0.74608254,-1.2632496,-0.5171671,0.3735149
1,45,162,1.0,0.38861445,0.6113855,1.190584,-10.082902,0.46267813,-6.1645403,-5.7018623,0.0033286233
1,19,110,1.0,0.38861445,0.6113855,2.941396,-2.7733555,1.143069,-1.6955894,-0.5525204,0.36527985
1,40,538,1.0,0.38861445,0.6113855,7.6974583,4.955281,2.9913435,3.029587,6.0209303,0.99757844
1,9,252,1.0,0.38861445,0.6113855,-1.8578441,1.8972609,-0.72198504,1.1599579,0.43797284,0.60777587
1,8,642,1.0,0.38861445,0.6113855,6.2179523,4.3095803,2.4163861,2.634815,5.051201,0.99363905
1,7,304,1.0,0.38861445,0.6113855,5.4281955,2.60747,2.1094751,1.5941694,3.7036445,0.9759586
1,3,509,1.0,0.38861445,0.6113855,5.95349,5.2219906,2.3136122,3.1926494,5.506262,0.9959552
1,4,260,1.0,0.38861445,0.6113855,2.7097127,-2.7472994,1.0530335,-1.6796591,-0.62662566,0.34827608
1,23,390,1.0,0.38861445,0.6113855,0.6701315,-1.9763544,0.2604228,-1.2083144,-0.9478916,0.27930903
1,8,198,1.0,0.38861445,0.6113855,5.5202866,5.339289,2.1452632,3.264364,5.409627,0.9955466
1,240,352,1.0,0.38861445,0.6113855,2.9190602,5.588044,1.1343889,3.4164493,4.5508385,0.98955196
1,90,336,1.0,0.38861445,0.6113855,0.33606082,1.6122994,0.13059808,0.98573655,1.1163347,0.7533082
1,306,342,1.0,0.38861445,0.6113855,7.241212,7.5814605,2.8140395,4.6351953,7.449235,0.9994185
1,265,71,1.0,0.38861445,0.6113855,5.456271,7.057915,2.120386,4.3151073,6.4354935,0.99839896
1,24,87,1.0,0.38861445,0.6113855,2.4216075,7.0705595,0.9410716,4.322838,5.2639093,0.99485165
1,27,100,1.0,0.38861445,0.6113855,5.2182784,9.259515,2.0278983,5.6611333,7.6890316,0.9995425
1,16,211,1.0,0.38861445,0.6113855,2.3183153,5.9150243,0.9009308,3.6163602,4.517291,0.98919934
1,46,75,1.0,0.38861445,0.6113855,5.5489383,8.300799,2.1563976,5.0749884,7.231386,0.99927706
1,3,73,1.0,0.38861445,0.6113855,2.939139,2.414953,1.1421919,1.4764673,2.618659,0.93205285
1,4,8,1.0,0.38861445,0.6113855,2.5484393,-4.4060616,0.9903603,-2.6938024,-1.7034421,0.15401624
1,27,75,1.0,0.38861445,0.6113855,5.1822023,7.961773,2.0138786,4.8677125,6.881591,0.99897456
1,8,152,1.0,0.38861445,0.6113855,6.1661215,0.13927564,2.3962438,0.08515111,2.481395,0.9228272
1,109,328,1.0,0.38861445,0.6113855,3.4319465,4.596628,1.333704,2.810312,4.1440163,0.9843886
1,38,69,1.0,0.38861445,0.6113855,0.80596584,6.5153394,0.31320998,3.9833841,4.296594,0.986568
1,148,235,1.0,0.38861445,0.6113855,-3.1740775,-6.8136187,-1.2334924,-4.1657476,-5.39924,0.004499676
1,23,70,1.0,0.38861445,0.6113855,5.295331,4.7846847,2.057842,2.925287,4.983129,0.993194
1,13,489,1.0,0.38861445,0.6113855,2.27081,-1.0004573,0.88246953,-0.6116651,0.2708044,0.56729037
1,8,409,1.0,0.38861445,0.6113855,4.497015,5.5453105,1.747605,3.3903224,5.1379275,0.9941644
1,61,33,1.0,0.38861445,0.6113855,1.9655166,-1.094669,0.76382816,-0.6692648,0.094563365,0.5236232
1,115,328,1.0,0.38861445,0.6113855,-2.6541717,-8.118152,-1.0314494,-4.9633203,-5.9947696,0.0024855577
1,21,24,1.0,0.38861445,0.6113855,2.9366312,2.8111765,1.1412174,1.7187127,2.85993,0.9458297
1,58,89,1.0,0.38861445,0.6113855,-9.061289,-18.433027,-3.5213478,-11.269686,-14.791034,3.769949e-07
1,185,382,1.0,0.38861445,0.6113855,1.2435826,7.9003696,0.48327416,4.8301716,5.3134456,0.99509925
1,7,317,1.0,0.38861445,0.6113855,3.9918375,2.2382529,1.5512857,1.3684354,2.9197211,0.9488127
1,62,296,1.0,0.38861445,0.6113855,2.0737238,7.018219,0.805879,4.2908373,5.0967164,0.99392045
1,14,259,1.0,0.38861445,0.6113855,6.1665583,7.2536817,2.3964136,4.434796,6.831209,0.99892163
1,7,404,1.0,0.38861445,0.6113855,2.3876207,4.6958523,0.9278639,2.8709762,3.79884,0.9780939
1,111,256,1.0,0.38861445,0.6113855,1.7597647,4.092694,0.68386996,2.5022137,3.1860838,0.9603072
1,184,445,1.0,0.38861445,0.6113855,-4.28823,2.5382493,-1.6664681,1.5518489,-0.114619255,0.4713765
1,9,648,1.0,0.38861445,0.6113855,2.2413752,0.030555211,0.8710308,0.018681014,0.8897118,0.7088307
1,33,10,1.0,0.38861445,0.6113855,5.124454,6.141586,1.9914368,3.7548766,5.7463136,0.9968156
1,46,10,1.0,0.38861445,0.6113855,4.2388773,7.3016267,1.6472889,4.464109,6.1113977,0.9977875
1,56,84,1.0,0.38861445,0.6113855,1.670142,5.3254623,0.64904135,3.2559106,3.904952,0.9802557
1,9,435,1.0,0.38861445,0.6113855,-3.6174834,2.1597888,-1.4058063,1.3204637,-0.085342646,0.47867724
1,8,336,1.0,0.38861445,0.6113855,6.9766626,-1.3462296,2.711232,-0.8230653,1.8881667,0.8685463
1,8,279,1.0,0.38861445,0.6113855,6.3818426,2.9688542,2.4800763,1.8151145,4.295191,0.98654944
1,3,350,1.0,0.38861445,0.6113855,3.9282243,4.865973,1.5265647,2.9749854,4.50155,0.9890298
1,9,132,1.0,0.38861445,0.6113855,6.4738503,5.4932494,2.5158317,3.358493,5.874325,0.99719715
1,9,381,1.0,0.38861445,0.6113855,4.3424997,2.3648753,1.6875582,1.4458505,3.1334085,0.9582499
1,30,19,1.0,0.38861445,0.6113855,4.0591927,6.5185905,1.5774609,3.9853718,5.562833,0.9961767
1,8,184,1.0,0.38861445,0.6113855,2.933151,4.3251276,1.1398648,2.6443205,3.7841854,0.97777766
1,8,239,1.0,0.38861445,0.6113855,7.302311,2.3806536,2.8377836,1.4554971,4.2932806,0.986524
1,19,79,1.0,0.38861445,0.6113855,5.150688,5.535596,2.0016317,3.3843832,5.386015,0.9954407
