fold,meta_index,drug_index,label,local_weight,global_weight,local_logit,global_logit,local_contribution,global_contribution,fused_logit,probability
1,73,352,1.0,0.37992787,0.62007207,3.400578,4.685031,1.2919744,2.9050567,4.197031,0.9851827
1,27,340,1.0,0.37992787,0.62007207,3.889221,7.3700733,1.4776235,4.569977,6.0476003,0.99764204
1,384,435,1.0,0.37992787,0.62007207,5.567623,-1.6236362,2.1152952,-1.0067714,1.1085237,0.7518538
1,162,424,1.0,0.37992787,0.62007207,1.5249306,2.3729036,0.57936364,1.4713712,2.0507348,0.8860218
1,317,198,1.0,0.37992787,0.62007207,6.869817,8.501404,2.610035,5.271483,7.881518,0.99962246
1,115,418,1.0,0.37992787,0.62007207,1.0509497,1.1025443,0.39928508,0.68365693,1.082942,0.74705034
1,80,86,1.0,0.37992787,0.62007207,2.7081227,7.47471,1.0288913,4.634859,5.6637506,0.9965425
1,107,540,1.0,0.37992787,0.62007207,4.1007786,8.443956,1.5580001,5.2358613,6.7938614,0.99888057
1,27,196,1.0,0.37992787,0.62007207,4.1887045,4.615733,1.5914056,2.8620872,4.453493,0.98849607
1,107,104,1.0,0.37992787,0.62007207,3.900928,5.128427,1.4820713,3.1799943,4.6620655,0.9906414
1,11,122,1.0,0.37992787,0.62007207,4.9656463,8.784817,1.8865874,5.4472194,7.333807,0.9993474
1,96,389,1.0,0.37992787,0.62007207,2.1814744,7.9757323,0.82880294,4.945529,5.774332,0.99690336
1,107,160,1.0,0.37992787,0.62007207,7.1121845,6.90549,2.7021172,4.2819014,6.9840183,0.9990742
1,84,488,1.0,0.37992787,0.62007207,0.24915151,-10.077403,0.094659604,-6.2487164,-6.1540565,0.0021203393
1,296,198,1.0,0.37992787,0.62007207,5.76087,7.6228495,2.188715,4.726716,6.915431,0.9990087
1,65,46,1.0,0.37992787,0.62007207,0.26315108,3.8119366,0.09997843,2.3636754,2.4636538,0.92155427
1,39,537,1.0,0.37992787,0.62007207,2.7145329,8.003728,1.0313267,4.9628882,5.994215,0.99751306
1,284,383,1.0,0.37992787,0.62007207,3.6720288,3.3942025,1.3951061,2.1046503,3.4997563,0.97068083
1,98,65,1.0,0.37992787,0.62007207,1.0379275,-1.035573,0.3943376,-0.6421299,-0.2477923,0.43836698
1,239,383,1.0,0.37992787,0.62007207,4.15108,7.2134857,1.577111,4.472881,6.0499916,0.9976477
1,107,512,1.0,0.37992787,0.62007207,6.246998,8.283538,2.3734086,5.13639,7.509799,0.99945265
1,11,381,1.0,0.37992787,0.62007207,5.910109,4.094036,2.2454152,2.5385973,4.784013,0.99170697
1,140,211,1.0,0.37992787,0.62007207,0.99627775,-5.6318545,0.3785137,-3.4921558,-3.1136422,0.042548023
1,221,198,1.0,0.37992787,0.62007207,4.428102,8.707378,1.6823593,5.3992023,7.0815616,0.9991603
1,359,566,1.0,0.37992787,0.62007207,4.4652667,5.8862686,1.6964793,3.6499107,5.34639,0.9952573
1,144,218,1.0,0.37992787,0.62007207,-3.4058251,-14.464359,-1.2939678,-8.9689455,-10.262914,3.4902623e-05
1,39,499,1.0,0.37992787,0.62007207,1.7080287,6.854375,0.6489277,4.2502065,4.899134,0.99260205
1,171,338,1.0,0.37992787,0.62007207,-0.057709385,6.499376,-0.021925405,4.0300813,4.008156,0.98215723
1,373,173,1.0,0.37992787,0.62007207,5.491067,8.870291,2.0862093,5.5002193,7.5864286,0.999493
1,27,560,1.0,0.37992787,0.62007207,4.7828836,-2.5746663,1.8171508,-1.5964786,0.22067225,0.55494523
1,311,198,1.0,0.37992787,0.62007207,8.197019,7.9981866,3.114276,4.959452,8.073729,0.9996885
1,193,386,1.0,0.37992787,0.62007207,0.1455928,-8.782575,0.05531476,-5.4458294,-5.390515,0.004538929
1,114,89,1.0,0.37992787,0.62007207,3.5199535,5.161498,1.3373284,3.2005007,4.5378294,0.98941654
1,27,261,1.0,0.37992787,0.62007207,2.491045,5.2724576,0.94641745,3.2693038,4.215721,0.98545307
1,363,75,1.0,0.37992787,0.62007207,-5.5478535,-13.419105,-2.1077843,-8.320812,-10.4285965,2.9573672e-05
1,39,224,1.0,0.37992787,0.62007207,1.9189051,4.2454295,0.72904557,2.6324723,3.361518,0.96647996
1,94,58,1.0,0.37992787,0.62007207,6.5848255,7.721073,2.5017588,4.787622,7.289381,0.99931777
1,107,269,1.0,0.37992787,0.62007207,4.6638813,7.452199,1.7719386,4.6209006,6.3928394,0.99832934
1,107,403,1.0,0.37992787,0.62007207,6.94851,5.846813,2.6399326,3.6254456,6.265378,0.9981026
1,107,279,1.0,0.37992787,0.62007207,6.053233,4.6080923,2.299792,2.8573494,5.1571417,0.9942748
1,64,569,1.0,0.37992787,0.62007207,1.2637181,-1.1112461,0.48012173,-0.6890527,-0.20893097,0.44795644
1,16,575,1.0,0.37992787,0.62007207,2.6822546,6.4197817,1.0190632,3.9807272,4.99979,0.99330574
1,107,464,1.0,0.37992787,0.62007207,5.9866323,3.4023273,2.2744884,2.109688,4.3841763,0.98768055
1,27,494,1.0,0.37992787,0.62007207,0.6031447,0.8698878,0.22915149,0.5393931,0.7685446,0.68320596
1,107,101,1.0,0.37992787,0.62007207,5.801894,5.17653,2.2043014,3.2098217,5.414123,0.99556655
1,110,566,1.0,0.37992787,0.62007207,1.9308839,1.5861726,0.7335966,0.9835413,1.7171379,0.84775984
1,117,82,1.0,0.37992787,0.62007207,-7.9173317,-8.658531,-3.008015,-5.368913,-8.376928,0.00023006275
1,16,456,1.0,0.37992787,0.62007207,0.25527087,2.1810033,0.09698452,1.3523792,1.4493637,0.80990046
1,27,484,1.0,0.37992787,0.62007207,1.4972368,2.6421306,0.568842,1.6383114,2.2071533,0.90089005
1,38,385,1.0,0.37992787,0.62007207,3.4971843,3.7266023,1.3286778,2.310762,3.6394396,0.9744052
1,70,282,1.0,0.37992787,0.62007207,0.44719,-1.8960826,0.16989994,-1.1757079,-1.005808,0.26780102
1,31,286,1.0,0.37992787,0.62007207,3.8550918,4.7055173,1.4646568,2.91776,4.3824167,0.98765904
1,16,198,1.0,0.37992787,0.62007207,6.101739,4.844879,2.3182206,3.0041742,5.322395,0.9951427
1,27,447,1.0,0.37992787,0.62007207,6.3774614,3.175545,2.4229753,1.9690667,4.392042,0.9877758
1,169,389,1.0,0.37992787,0.62007207,1.3604015,9.061046,0.51685447,5.618501,6.1353555,0.9978397
1,69,563,1.0,0.37992787,0.62007207,3.2006884,1.9676679,1.2160307,1.2200959,2.4361267,0.91954094
1,209,29,1.0,0.37992787,0.62007207,-8.061717,-15.060806,-3.062871,-9.338785,-12.401656,4.1117564e-06
1,182,545,1.0,0.37992787,0.62007207,1.4493053,-4.3808084,0.55063146,-2.7164168,-2.1657853,0.10286534
1,27,208,1.0,0.37992787,0.62007207,5.8644714,4.7025833,2.2280762,2.9159405,5.1440167,0.99419963
1,107,434,1.0,0.37992787,0.62007207,5.643227,6.953296,2.1440194,4.311545,6.4555645,0.99843067
1,62,132,1.0,0.37992787,0.62007207,1.8429737,3.1660063,0.7001971,1.963152,2.6633492,0.93482906
1,55,58,1.0,0.37992787,0.62007207,5.2677913,2.601557,2.0013807,1.6131529,3.6145334,0.9737767
1,15,69,1.0,0.37992787,0.62007207,4.0218472,7.7428875,1.5280119,4.8011484,6.32916,0.99821967
1,137,277,1.0,0.37992787,0.62007207,4.7390056,8.474866,1.8004804,5.255028,7.055508,0.9991381
1,55,120,1.0,0.37992787,0.62007207,3.010194,0.057303943,1.1436566,0.035532575,1.1791892,0.764802
1,84,338,1.0,0.37992787,0.62007207,3.6728237,2.6949959,1.395408,1.6710917,3.0664997,0.9554896
1,51,293,1.0,0.37992787,0.62007207,5.1596336,8.897033,1.9602886,5.5168014,7.47709,0.9994344
1,161,300,1.0,0.37992787,0.62007207,1.804207,-0.25211692,0.6854685,-0.15633066,0.52913785,0.62928194
1,114,155,1.0,0.37992787,0.62007207,5.259685,3.495308,1.9983009,2.167343,4.1656437,0.9847174
1,99,15,1.0,0.37992787,0.62007207,4.778455,7.7237616,1.8154682,4.789289,6.6047573,0.998648
1,247,128,1.0,0.37992787,0.62007207,-0.56310254,-13.495834,-0.21393836,-8.36839,-8.582329,0.00018735298
1,84,507,1.0,0.37992787,0.62007207,3.3863492,6.420915,1.2865684,3.98143,5.2679987,0.9948725
1,27,411,1.0,0.37992787,0.62007207,-3.0716953,8.983336,-1.1670227,5.570316,4.403293,0.987911
1,55,401,1.0,0.37992787,0.62007207,2.8933365,-0.037346266,1.0992591,-0.023157377,1.0761018,0.7457556
1,247,38,1.0,0.37992787,0.62007207,0.133297,-4.6431713,0.050643243,-2.8791008,-2.8284576,0.055805616
1,212,15,1.0,0.37992787,0.62007207,4.1400967,7.544674,1.5729381,4.6782417,6.2511797,0.9980755
1,87,116,1.0,0.37992787,0.62007207,2.896499,7.877301,1.1004606,4.8844943,5.984955,0.99749005
1,107,298,1.0,0.37992787,0.62007207,6.733975,4.1105924,2.5584247,2.5488634,5.1072884,0.9939839
1,201,577,1.0,0.37992787,0.62007207,-2.1461873,-5.722477,-0.81539637,-3.5483482,-4.3637447,0.012570594
1,27,378,1.0,0.37992787,0.62007207,3.9955919,2.3446786,1.5180367,1.4538697,2.9719064,0.95128864
1,27,347,1.0,0.37992787,0.62007207,3.745366,3.481148,1.422969,2.1585627,3.5815315,0.9729207
1,69,1,1.0,0.37992787,0.62007207,3.5771594,6.0566998,1.3590626,3.7555904,5.114653,0.99402785
1,27,392,1.0,0.37992787,0.62007207,2.9186387,1.5922552,1.1088722,0.987313,2.0961852,0.89053184
1,213,311,1.0,0.37992787,0.62007207,4.0603147,7.1414595,1.5426267,4.4282193,5.970846,0.99745446
1,125,198,1.0,0.37992787,0.62007207,4.2258744,3.8451483,1.6055275,2.384269,3.9897966,0.98183274
1,27,175,1.0,0.37992787,0.62007207,4.692715,4.669621,1.7828933,2.8955016,4.678395,0.9907917
1,15,406,1.0,0.37992787,0.62007207,2.4366972,-0.015471615,0.9257692,-0.009593517,0.9161757,0.71426225
1,396,198,1.0,0.37992787,0.62007207,6.995631,8.419249,2.6578352,5.220541,7.878376,0.9996213
1,186,323,1.0,0.37992787,0.62007207,3.386814,4.442625,1.2867451,2.7547476,4.0414925,0.9827322
1,87,136,1.0,0.37992787,0.62007207,1.1928071,-2.850183,0.45318067,-1.7673188,-1.3141382,0.2117952
1,16,10,1.0,0.37992787,0.62007207,0.16055574,0.55641913,0.0609996,0.34501997,0.40601957,0.60013306
1,195,17,1.0,0.37992787,0.62007207,4.7601137,9.574555,1.8084999,5.9369144,7.7454143,0.99956745
1,29,105,1.0,0.37992787,0.62007207,0.011334133,-9.237919,0.0043061534,-5.7281756,-5.7238693,0.0032564064
1,96,349,1.0,0.37992787,0.62007207,5.0823436,6.527649,1.9309239,4.0476127,5.9785366,0.9974739
1,164,428,1.0,0.37992787,0.62007207,1.5804617,5.5063076,0.6004615,3.4143076,4.014769,0.9822728
1,170,293,1.0,0.37992787,0.62007207,-0.1851074,0.11268672,-0.07032746,0.06987389,-0.000453569,0.4998866
1,213,499,1.0,0.37992787,0.62007207,0.62924355,3.777463,0.23906717,2.3422992,2.5813663,0.92965275
1,236,350,1.0,0.37992787,0.62007207,-4.529341,-4.587703,-1.7208229,-2.8447065,-4.5655293,0.010297234
1,33,85,1.0,0.37992787,0.62007207,0.72396606,-0.02134902,0.27505487,-0.013237931,0.26181695,0.5650829
1,79,87,1.0,0.37992787,0.62007207,6.4201336,2.5835152,2.4391878,1.6019655,4.0411534,0.98272645
1,107,400,1.0,0.37992787,0.62007207,2.5232537,2.25783,0.9586544,1.4000173,2.3586717,0.91362107
1,27,262,1.0,0.37992787,0.62007207,7.328606,5.954787,2.7843418,3.6923969,6.476739,0.9984635
1,69,145,1.0,0.37992787,0.62007207,5.343755,8.674763,2.0302415,5.3789783,7.4092197,0.99939466
1,26,364,1.0,0.37992787,0.62007207,-0.32230285,6.1610937,-0.122451834,3.820322,3.6978703,0.9758228
1,79,228,1.0,0.37992787,0.62007207,3.6485515,-1.4543335,1.3861864,-0.90179163,0.48439473,0.6187851
1,370,233,1.0,0.37992787,0.62007207,-1.9412855,-6.287133,-0.7375485,-3.8984756,-4.636024,0.009603061
1,251,205,1.0,0.37992787,0.62007207,-1.8619418,-11.849747,-0.7074036,-7.347697,-8.0551,0.00031737774
1,4,66,1.0,0.37992787,0.62007207,-2.4004526,-17.033846,-0.91199887,-10.562212,-11.474211,1.039463e-05
1,84,472,1.0,0.37992787,0.62007207,2.9008908,1.6268598,1.1021293,1.0087703,2.1108997,0.89195806
1,107,58,1.0,0.37992787,0.62007207,2.9014826,3.029573,1.102354,1.8785535,2.9809074,0.9517041
1,55,171,1.0,0.37992787,0.62007207,1.6645899,-1.23482,0.6324241,-0.7656774,-0.13325328,0.46673584
1,395,198,1.0,0.37992787,0.62007207,7.3135705,8.88906,2.7786293,5.511858,8.290487,0.9997491
1,27,178,1.0,0.37992787,0.62007207,4.338765,4.710448,1.6484178,2.9208171,4.569235,0.9897405
1,59,385,1.0,0.37992787,0.62007207,2.290222,7.9617033,0.87011915,4.93683,5.806949,0.9970024
1,84,324,1.0,0.37992787,0.62007207,5.324645,4.532907,2.0229812,2.810729,4.83371,0.99210584
1,27,229,1.0,0.37992787,0.62007207,2.374182,4.1017194,0.9020179,2.5433617,3.4453795,0.969093
1,115,40,1.0,0.37992787,0.62007207,4.086058,5.5892878,1.5524074,3.4657612,5.0181684,0.9934269
1,18,347,1.0,0.37992787,0.62007207,5.2158093,3.6010149,1.9816314,2.2328887,4.21452,0.9854358
1,16,86,1.0,0.37992787,0.62007207,2.677845,5.636705,1.017388,3.4951632,4.5125513,0.98914856
1,127,293,1.0,0.37992787,0.62007207,4.9211392,7.9535184,1.869678,4.9317546,6.8014326,0.998889
1,212,225,1.0,0.37992787,0.62007207,3.0054798,7.4575157,1.1418656,4.624197,5.7660627,0.9968777
1,16,196,1.0,0.37992787,0.62007207,4.595413,7.7229795,1.7459255,4.788804,6.5347295,0.99855
1,79,168,1.0,0.37992787,0.62007207,6.503504,4.735894,2.4708624,2.9365957,5.4074583,0.99553704
1,231,480,1.0,0.37992787,0.62007207,-2.4727192,-18.77485,-0.939455,-11.641761,-12.581216,3.4359423e-06
1,36,92,1.0,0.37992787,0.62007207,3.9123569,9.189207,1.4864135,5.6979704,7.184384,0.9992423
1,3,176,1.0,0.37992787,0.62007207,2.3178754,6.4821825,0.8806255,4.01942,4.9000454,0.9926087
1,27,221,1.0,0.37992787,0.62007207,0.18932568,1.0119774,0.0719301,0.6274989,0.69942904,0.66806114
1,80,499,1.0,0.37992787,0.62007207,-0.69179904,-5.0993967,-0.26283374,-3.1619935,-3.4248273,0.031528495
1,246,293,1.0,0.37992787,0.62007207,2.737023,4.6317153,1.0398713,2.8719974,3.9118686,0.9803892
1,109,385,1.0,0.37992787,0.62007207,4.450434,4.3247004,1.690844,2.6816258,4.37247,0.9875373
1,155,300,1.0,0.37992787,0.62007207,3.0008821,3.5395792,1.1401187,2.1947942,3.3349128,0.9656073
1,107,329,1.0,0.37992787,0.62007207,4.792528,5.3241186,1.8208151,3.3013372,5.1221523,0.99407214
1,368,193,1.0,0.37992787,0.62007207,3.939664,-2.0759213,1.4967881,-1.2872208,0.20956731,0.5522009
1,193,88,1.0,0.37992787,0.62007207,2.022234,-0.23704618,0.76830304,-0.14698571,0.6213173,0.6505181
1,16,0,1.0,0.37992787,0.62007207,-0.015446442,2.665995,-0.005868534,1.653109,1.6472404,0.8385178
1,207,347,1.0,0.37992787,0.62007207,4.508181,-1.7027577,1.7127837,-1.0558325,0.6569512,0.6585752
1,169,383,1.0,0.37992787,0.62007207,2.420323,7.8453465,0.91954815,4.8646803,5.7842283,0.9969337
1,392,424,1.0,0.37992787,0.62007207,-0.3373983,-4.117511,-0.12818702,-2.5531535,-2.6813405,0.06408343
1,201,345,1.0,0.37992787,0.62007207,2.5249128,1.9341035,0.9592848,1.1992836,2.1585684,0.8964668
1,298,198,1.0,0.37992787,0.62007207,5.9150877,8.079282,2.2473066,5.009737,7.257044,0.99929523
1,100,31,1.0,0.37992787,0.62007207,1.465612,0.7576705,0.5568269,0.46981034,1.0266372,0.7362634
1,107,60,1.0,0.37992787,0.62007207,5.793461,8.210337,2.2010972,5.0910006,7.292098,0.99931955
1,128,97,1.0,0.37992787,0.62007207,0.46332842,5.9883194,0.17603138,3.7131896,3.889221,0.97994894
1,277,198,1.0,0.37992787,0.62007207,7.0140066,8.419248,2.6648166,5.22054,7.885357,0.9996239
1,282,23,1.0,0.37992787,0.62007207,0.8503799,5.7468004,0.323083,3.5634303,3.8865132,0.9798957
1,23,347,1.0,0.37992787,0.62007207,0.7601241,3.5670288,0.28879234,2.2118149,2.5006073,0.9241844
1,55,48,1.0,0.37992787,0.62007207,0.76551914,2.0183172,0.29084206,1.2515022,1.5423442,0.8238053
1,419,87,1.0,0.37992787,0.62007207,7.623228,9.285847,2.896277,5.757894,8.654171,0.99982566
1,160,85,1.0,0.37992787,0.62007207,4.0199456,4.3118973,1.5272894,2.673687,4.2009764,0.9852402
1,70,309,1.0,0.37992787,0.62007207,1.5047042,6.142343,0.57167906,3.8086953,4.3803744,0.9876342
1,27,33,1.0,0.37992787,0.62007207,6.6985145,7.3317995,2.5449524,4.546244,7.0911965,0.9991683
1,87,308,1.0,0.37992787,0.62007207,2.661518,4.6092734,1.0111849,2.8580818,3.8692667,0.97955316
1,114,178,1.0,0.37992787,0.62007207,0.4630245,-2.7634165,0.17591591,-1.7135174,-1.5376015,0.17688423
1,247,23,1.0,0.37992787,0.62007207,-0.90236694,-0.01849284,-0.34283435,-0.011466893,-0.35430124,0.41233978
1,27,467,1.0,0.37992787,0.62007207,5.4617214,7.3997955,2.0750601,4.5884066,6.6634665,0.9987249
1,69,311,1.0,0.37992787,0.62007207,6.2632456,7.7649536,2.3795817,4.814831,7.194412,0.99924976
1,27,354,1.0,0.37992787,0.62007207,6.5309896,3.3726158,2.4813051,2.091265,4.57257,0.9897742
1,345,343,1.0,0.37992787,0.62007207,3.4163663,7.0800323,1.2979728,4.3901305,5.688103,0.9966254
1,27,410,1.0,0.37992787,0.62007207,-0.66672313,9.597118,-0.25330672,5.950905,5.697598,0.99665725
1,30,333,1.0,0.37992787,0.62007207,2.7681727,-3.8102667,1.051706,-2.36264,-1.310934,0.21233061
1,30,380,1.0,0.37992787,0.62007207,0.53749907,1.5931166,0.20421088,0.98784715,1.1920581,0.767109
1,286,87,1.0,0.37992787,0.62007207,6.218565,9.354685,2.3626063,5.8005786,8.163185,0.99971515
1,202,320,1.0,0.37992787,0.62007207,5.0066686,3.7105134,1.9021729,2.3007858,4.2029586,0.985269
1,404,198,1.0,0.37992787,0.62007207,6.059681,8.060333,2.3022418,4.9979873,7.300229,0.99932504
1,81,385,1.0,0.37992787,0.62007207,5.3321176,-2.270213,2.02582,-1.4076957,0.61812437,0.64979184
1,42,566,1.0,0.37992787,0.62007207,3.8648353,5.40184,1.4683586,3.3495302,4.8178887,0.991981
1,115,149,1.0,0.37992787,0.62007207,2.8710575,5.748181,1.0907948,3.5642865,4.6550813,0.9905765
1,13,350,1.0,0.37992787,0.62007207,1.4220824,0.8923626,0.54028875,0.5533291,1.0936179,0.74906236
1,19,372,1.0,0.37992787,0.62007207,1.2954338,-2.3369703,0.4921714,-1.44909,-0.9569186,0.27749556
1,25,382,1.0,0.37992787,0.62007207,0.14857711,-2.6132386,0.056448586,-1.6203963,-1.5639477,0.1730809
1,24,230,1.0,0.37992787,0.62007207,-6.0180326,7.489102,-2.2864182,4.643783,2.357365,0.9135179
1,215,75,1.0,0.37992787,0.62007207,-0.7159573,-6.134124,-0.2720121,-3.8035989,-4.075611,0.016698267
1,366,154,1.0,0.37992787,0.62007207,4.1250324,9.829674,1.5672148,6.095106,7.662321,0.9995301
1,65,87,1.0,0.37992787,0.62007207,5.10853,4.5021353,1.9408729,2.7916484,4.732521,0.9912726
1,355,246,1.0,0.37992787,0.62007207,5.7595625,7.3089504,2.1882184,4.532076,6.720294,0.9987953
1,175,46,1.0,0.37992787,0.62007207,4.3509016,8.4247055,1.6530288,5.2239246,6.8769536,0.9989698
1,95,349,1.0,0.37992787,0.62007207,2.9231434,1.5553322,1.1105837,0.96441805,2.0750017,0.8884496
1,140,477,1.0,0.37992787,0.62007207,5.0553617,6.5984945,1.9206729,4.0915422,6.012215,0.9975573
1,11,47,1.0,0.37992787,0.62007207,2.5673459,3.8564775,0.9754062,2.391294,3.3667002,0.96664745
1,183,451,1.0,0.37992787,0.62007207,0.02755354,-1.2650076,0.010468358,-0.7843959,-0.7739275,0.31563014
1,140,192,1.0,0.37992787,0.62007207,1.4173445,5.61355,0.5384887,3.4808056,4.0192943,0.9823514
1,297,198,1.0,0.37992787,0.62007207,5.988414,8.2620325,2.2751653,5.1230555,7.398221,0.999388
